transaction_id,customer_id,amount,payment_method,customer_age_days,previous_transactions,previous_successes,historical_success_rate,attempt_number,is_first_purchase,failure_reason,recovery_probability,recovered
txn_000097,cust_000795,690.88,netbanking,128,6,4,0.6667,3,False,gateway_error,0.49,0
txn_000098,cust_002251,284.72,card,1429,1,1,1.0,4,False,authentication_failed,0.26,0
txn_000099,cust_000779,575.2,netbanking,1109,11,10,0.9091,4,False,bank_decline,0.4127,0
txn_000100,cust_000099,1125.17,wallet,1427,15,11,0.7333,3,False,insufficient_balance,0.38,0
txn_000101,cust_002366,3262.06,upi,357,12,10,0.8333,4,False,gateway_error,0.46,1
txn_000102,cust_000626,855.44,netbanking,172,8,4,0.5,4,False,bank_decline,0.29,0
txn_000103,cust_000398,331.78,upi,1211,16,13,0.8125,4,False,insufficient_balance,0.3238,1
txn_000104,cust_001657,274.64,netbanking,91,11,6,0.5455,1,False,bank_decline,0.5436,1
txn_000105,cust_001499,453.51,upi,303,16,12,0.75,1,False,authentication_failed,0.425,1
txn_000106,cust_000949,283.28,upi,1443,22,16,0.7273,4,False,gateway_error,0.4282,1
txn_000107,cust_000084,301.11,wallet,1363,9,6,0.6667,3,False,authentication_failed,0.24,0
txn_000108,cust_002915,382.43,upi,450,9,8,0.8889,2,False,insufficient_balance,0.5067,0
txn_000109,cust_000853,1495.42,netbanking,1175,19,14,0.7368,2,False,gateway_error,0.5911,0
txn_000110,cust_001874,734.6,wallet,401,23,19,0.8261,1,False,bank_decline,0.6278,0
txn_000111,cust_000979,780.69,wallet,769,28,25,0.8929,2,False,gateway_error,0.6379,1
txn_000112,cust_001721,171.35,card,858,1,1,1.0,2,False,insufficient_balance,0.54,1
txn_000113,cust_001635,480.75,netbanking,577,23,16,0.6957,1,False,bank_decline,0.5887,1
txn_000114,cust_000374,1840.86,upi,228,0,0,0.0,2,True,gateway_error,0.32,1
txn_000115,cust_001558,926.53,upi,734,0,0,0.0,2,True,network_error,0.35,0
txn_000116,cust_001600,1015.42,wallet,344,9,8,0.8889,4,False,authentication_failed,0.2267,0
txn_000117,cust_002012,1374.81,card,1395,14,11,0.7857,1,False,authentication_failed,0.4357,1
txn_000118,cust_000628,943.75,card,31,27,25,0.9259,4,False,bank_decline,0.4178,1
txn_000119,cust_000936,181.67,upi,363,2,1,0.5,3,False,gateway_error,0.44,1
txn_000120,cust_002852,4619.66,wallet,687,4,2,0.5,4,False,insufficient_balance,0.23,0
txn_000121,cust_001828,486.84,wallet,905,27,21,0.7778,4,False,expired_card,0.1433,0
txn_000122,cust_001059,1562.49,wallet,445,6,5,0.8333,3,False,bank_decline,0.47,1
txn_000123,cust_002753,263.25,upi,29,21,15,0.7143,1,False,authentication_failed,0.4143,0
txn_000124,cust_000480,1345.03,upi,222,17,15,0.8824,4,False,authentication_failed,0.2247,1
txn_000125,cust_001294,1150.91,card,1487,7,7,1.0,1,False,gateway_error,0.75,1
txn_000126,cust_002073,1338.13,card,137,26,19,0.7308,1,False,insufficient_balance,0.5392,1
txn_000127,cust_000521,403.33,card,442,10,6,0.6,3,False,bank_decline,0.4,0
txn_000128,cust_001845,2491.57,card,1258,7,5,0.7143,1,False,insufficient_balance,0.5343,0
txn_000129,cust_003142,3071.33,wallet,850,8,3,0.375,4,False,insufficient_balance,0.1925,0
txn_000130,cust_000314,690.69,card,538,15,12,0.8,4,False,gateway_error,0.45,1
txn_000131,cust_003279,1333.13,upi,224,10,9,0.9,4,False,bank_decline,0.41,0
txn_000132,cust_002928,432.83,wallet,514,14,10,0.7143,3,False,insufficient_balance,0.3743,0
txn_000133,cust_002332,2896.77,netbanking,1096,16,12,0.75,4,False,bank_decline,0.365,0
txn_000134,cust_002479,536.21,wallet,754,2,2,1.0,2,False,bank_decline,0.6,0
txn_000135,cust_001905,1128.29,wallet,1079,27,21,0.7778,4,False,insufficient_balance,0.3133,0
txn_000136,cust_001559,622.78,netbanking,16,18,11,0.6111,3,False,bank_decline,0.4033,1
txn_000137,cust_002424,1370.4,wallet,197,9,6,0.6667,1,False,insufficient_balance,0.52,0
txn_000138,cust_000927,345.9,card,709,22,14,0.6364,2,False,bank_decline,0.4909,1
txn_000139,cust_000816,791.91,card,703,13,12,0.9231,2,False,network_error,0.6769,0
txn_000140,cust_000983,241.4,netbanking,1325,3,3,1.0,1,False,expired_card,0.45,0
txn_000141,cust_003138,1313.5,card,1476,18,10,0.5556,4,False,bank_decline,0.3067,1
txn_000142,cust_002056,776.6,upi,638,2,1,0.5,3,False,network_error,0.47,1
txn_000143,cust_002827,1131.01,upi,241,3,2,0.6667,4,False,expired_card,0.11,0
txn_000144,cust_000690,1497.8,upi,167,22,15,0.6818,1,False,gateway_error,0.6545,1
txn_000145,cust_000205,915.67,netbanking,151,11,7,0.6364,2,False,bank_decline,0.4909,1
txn_000146,cust_002915,666.65,upi,1318,21,14,0.6667,3,False,insufficient_balance,0.36,0
txn_000147,cust_001095,3264.11,upi,367,8,4,0.5,1,False,gateway_error,0.6,0
txn_000148,cust_001449,4943.06,netbanking,677,15,11,0.7333,4,False,bank_decline,0.36,1
txn_000149,cust_000548,1569.73,card,723,25,21,0.84,4,False,network_error,0.492,1
txn_000150,cust_001072,2326.76,upi,570,3,1,0.3333,1,False,authentication_failed,0.3,0
txn_000151,cust_001237,1382.28,netbanking,798,19,10,0.5263,1,False,expired_card,0.3079,0
txn_000152,cust_000168,1574.06,upi,1243,27,21,0.7778,3,False,insufficient_balance,0.3933,0
txn_000153,cust_000958,6596.78,card,1126,19,16,0.8421,4,False,gateway_error,0.4626,1
txn_000154,cust_000207,1065.83,netbanking,829,29,23,0.7931,4,False,network_error,0.4779,1
txn_000155,cust_002399,874.6,wallet,948,14,8,0.5714,2,False,insufficient_balance,0.4114,0
txn_000156,cust_003167,788.5,upi,987,17,13,0.7647,3,False,insufficient_balance,0.3894,1
txn_000157,cust_000926,1975.28,wallet,1269,17,13,0.7647,1,False,gateway_error,0.6794,0
txn_000158,cust_003159,860.84,wallet,1126,19,15,0.7895,2,False,insufficient_balance,0.4768,0
txn_000159,cust_000632,1004.47,wallet,843,4,3,0.75,3,False,gateway_error,0.515,1
txn_000160,cust_000420,611.9,netbanking,1045,12,9,0.75,2,False,bank_decline,0.525,0
txn_000161,cust_003133,812.51,netbanking,994,9,7,0.7778,1,False,bank_decline,0.6133,0
txn_000162,cust_000918,475.31,wallet,1369,20,17,0.85,4,False,bank_decline,0.395,1
txn_000163,cust_001942,1439.28,wallet,1365,22,16,0.7273,1,False,authentication_failed,0.4182,0
txn_000164,cust_003254,1128.73,netbanking,462,18,14,0.7778,3,False,insufficient_balance,0.3933,0
txn_000165,cust_002825,1616.68,netbanking,600,21,15,0.7143,4,False,network_error,0.4543,0
txn_000166,cust_002108,510.9,wallet,1285,16,12,0.75,2,False,insufficient_balance,0.465,1
txn_000167,cust_000778,713.28,wallet,1385,9,4,0.4444,4,False,expired_card,0.0433,0
txn_000168,cust_002150,7755.09,wallet,939,13,11,0.8462,3,False,insufficient_balance,0.4138,1
txn_000169,cust_001220,1565.22,upi,615,8,5,0.625,1,False,gateway_error,0.6375,1
txn_000170,cust_000462,465.18,card,682,23,15,0.6522,1,False,expired_card,0.3457,1
txn_000171,cust_002926,912.84,upi,1497,8,7,0.875,1,False,insufficient_balance,0.5825,0
txn_000172,cust_002636,3457.29,wallet,949,2,2,1.0,3,False,insufficient_balance,0.46,0
txn_000173,cust_000813,791.03,upi,168,21,18,0.8571,4,False,insufficient_balance,0.3371,0
txn_000174,cust_003332,2071.33,netbanking,1194,19,9,0.4737,1,False,network_error,0.6221,1
txn_000175,cust_001229,1628.88,card,1465,9,7,0.7778,2,False,insufficient_balance,0.4733,1
txn_000176,cust_002738,455.83,netbanking,486,23,15,0.6522,4,False,insufficient_balance,0.2757,0
txn_000177,cust_003053,3604.43,netbanking,1202,5,3,0.6,2,False,bank_decline,0.48,0
txn_000178,cust_000177,821.38,card,462,16,14,0.875,3,False,bank_decline,0.4825,1
txn_000179,cust_000218,908.08,card,53,10,6,0.6,3,False,bank_decline,0.4,1
txn_000180,cust_000310,536.27,wallet,830,16,10,0.625,1,False,insufficient_balance,0.5075,0
txn_000181,cust_001372,1152.13,upi,1128,6,4,0.6667,3,False,network_error,0.52,1
txn_000182,cust_000287,710.14,card,973,22,19,0.8636,4,False,bank_decline,0.3991,1
txn_000183,cust_003060,2500.28,card,598,20,17,0.85,4,False,authentication_failed,0.215,0
txn_000184,cust_000641,1097.81,upi,1429,29,19,0.6552,2,False,bank_decline,0.4966,0
txn_000185,cust_001237,894.54,upi,1102,0,0,0.0,3,True,network_error,0.27,0
txn_000186,cust_001621,788.87,netbanking,796,1,1,1.0,2,False,insufficient_balance,0.54,1
txn_000187,cust_000542,1024.66,card,1240,10,8,0.8,3,False,insufficient_balance,0.4,0
txn_000188,cust_000004,2172.75,upi,959,20,18,0.9,2,False,bank_decline,0.57,0
txn_000189,cust_001583,1468.93,wallet,258,25,19,0.76,4,False,network_error,0.468,0
txn_000190,cust_002265,5151.46,card,711,17,14,0.8235,2,False,bank_decline,0.5471,1
txn_000191,cust_001146,380.68,card,634,15,13,0.8667,1,False,gateway_error,0.71,1
txn_000192,cust_002035,542.61,upi,788,10,8,0.8,4,False,bank_decline,0.38,0
txn_000193,cust_000664,619.65,netbanking,150,22,19,0.8636,1,False,authentication_failed,0.4591,1
txn_000194,cust_003322,1058.33,wallet,156,24,18,0.75,1,False,bank_decline,0.605,1
txn_000195,cust_001087,1964.46,upi,1423,2,1,0.5,3,False,bank_decline,0.37,0
txn_000196,cust_000427,1175.21,upi,1208,11,8,0.7273,2,False,insufficient_balance,0.4582,1
txn_000197,cust_001466,3795.24,wallet,1299,0,0,0.0,3,True,insufficient_balance,0.11,0
txn_000198,cust_001305,1157.93,upi,569,27,17,0.6296,3,False,insufficient_balance,0.3489,0
txn_000199,cust_000236,3690.19,upi,693,8,6,0.75,3,False,insufficient_balance,0.385,1
txn_000200,cust_001297,4410.39,upi,459,4,3,0.75,4,False,bank_decline,0.365,0
txn_000201,cust_003308,1054.01,netbanking,386,15,9,0.6,4,False,authentication_failed,0.14,0
txn_000202,cust_001930,3496.35,card,1270,11,6,0.5455,4,False,bank_decline,0.3036,1
txn_000203,cust_000677,4008.03,wallet,844,2,1,0.5,1,False,gateway_error,0.6,1
txn_000204,cust_002929,1150.99,upi,852,23,18,0.7826,4,False,insufficient_balance,0.3148,0
txn_000205,cust_000256,1256.1,netbanking,241,13,10,0.7692,4,False,network_error,0.4708,0
txn_000206,cust_002927,646.04,wallet,1277,5,4,0.8,4,False,insufficient_balance,0.32,1
txn_000207,cust_003117,1792.59,netbanking,723,7,3,0.4286,3,False,authentication_failed,0.1686,0
txn_000208,cust_002793,830.46,upi,194,3,2,0.6667,1,False,insufficient_balance,0.52,1
txn_000209,cust_002089,4764.66,card,36,28,21,0.75,3,False,authentication_failed,0.265,1
txn_000210,cust_001539,1077.29,netbanking,1185,18,16,0.8889,3,False,network_error,0.5867,1
txn_000211,cust_000749,993.22,netbanking,283,14,13,0.9286,2,False,gateway_error,0.6486,1
txn_000212,cust_002905,4854.18,wallet,368,2,1,0.5,4,False,authentication_failed,0.11,0
txn_000213,cust_000679,1544.16,upi,54,6,2,0.3333,3,False,gateway_error,0.39,1
txn_000214,cust_003120,2281.86,netbanking,783,27,24,0.8889,2,False,gateway_error,0.6367,1
txn_000215,cust_002360,1953.72,card,1252,28,21,0.75,1,False,gateway_error,0.675,1
txn_000216,cust_001036,810.58,upi,1483,1,0,0.0,2,False,bank_decline,0.3,1
txn_000217,cust_002064,445.15,card,142,20,14,0.7,4,False,gateway_error,0.42,0
txn_000218,cust_001819,303.62,wallet,939,3,2,0.6667,2,False,network_error,0.6,0
txn_000219,cust_000650,3564.89,upi,1057,22,17,0.7727,2,False,insufficient_balance,0.4718,1
txn_000220,cust_001487,2978.0,upi,1086,2,1,0.5,3,False,gateway_error,0.44,0
txn_000221,cust_002215,710.49,upi,237,25,14,0.56,1,False,bank_decline,0.548,1
txn_000222,cust_000512,355.01,wallet,61,7,7,1.0,2,False,bank_decline,0.6,1
txn_000223,cust_002877,1911.68,upi,1368,7,5,0.7143,3,False,bank_decline,0.4343,0
txn_000224,cust_000302,312.83,netbanking,937,28,22,0.7857,1,False,bank_decline,0.6157,1
txn_000225,cust_000619,2384.9,wallet,568,9,7,0.7778,4,False,bank_decline,0.3733,1
txn_000226,cust_002407,528.92,netbanking,243,13,11,0.8462,4,False,bank_decline,0.3938,0
txn_000227,cust_000923,521.55,wallet,161,17,13,0.7647,2,False,network_error,0.6294,1
txn_000228,cust_000223,404.3,wallet,769,14,11,0.7857,4,False,authentication_failed,0.1957,0
txn_000229,cust_002391,977.28,netbanking,77,17,13,0.7647,4,False,gateway_error,0.4394,0
txn_000230,cust_001428,1648.99,card,1079,19,13,0.6842,4,False,authentication_failed,0.1653,0
txn_000231,cust_001997,1179.2,upi,522,13,9,0.6923,3,False,gateway_error,0.4977,1
txn_000232,cust_001533,2418.35,upi,554,15,10,0.6667,2,False,bank_decline,0.5,0
txn_000233,cust_001878,1197.02,upi,298,11,7,0.6364,3,False,gateway_error,0.4809,1
txn_000234,cust_000972,341.82,card,1203,4,4,1.0,2,False,network_error,0.7,0
txn_000235,cust_001297,1427.89,card,1062,25,20,0.8,1,False,network_error,0.72,1
txn_000236,cust_002350,669.79,upi,574,3,2,0.6667,4,False,bank_decline,0.34,0
txn_000237,cust_001132,1419.75,netbanking,1122,3,2,0.6667,4,False,gateway_error,0.41,1
txn_000238,cust_000804,1428.29,upi,347,14,11,0.7857,3,False,expired_card,0.2257,0
txn_000239,cust_003003,1219.11,upi,197,0,0,0.0,2,True,insufficient_balance,0.19,0
txn_000240,cust_002144,1297.55,card,89,27,20,0.7407,3,False,gateway_error,0.5122,0
txn_000241,cust_002369,121.54,upi,1334,24,16,0.6667,4,False,network_error,0.44,1
txn_000242,cust_001894,198.79,card,703,14,11,0.7857,2,False,network_error,0.6357,0
txn_000243,cust_000396,5469.84,netbanking,338,5,3,0.6,4,False,gateway_error,0.39,0
txn_000244,cust_002021,2147.24,wallet,193,12,10,0.8333,4,False,gateway_error,0.46,1
txn_000245,cust_002552,576.75,netbanking,445,6,5,0.8333,1,False,bank_decline,0.63,0
txn_000246,cust_000585,364.77,upi,5,20,17,0.85,3,False,expired_card,0.245,0
txn_000247,cust_001141,801.41,wallet,210,8,5,0.625,3,False,bank_decline,0.4075,1
txn_000248,cust_000844,1248.44,wallet,9,12,9,0.75,3,False,expired_card,0.215,0
txn_000249,cust_002943,1085.34,netbanking,1252,25,24,0.96,1,False,network_error,0.768,0
txn_000250,cust_000297,2840.39,card,1346,15,10,0.6667,4,False,insufficient_balance,0.28,0
txn_000251,cust_001755,168.09,card,284,5,4,0.8,1,False,network_error,0.72,0
txn_000252,cust_001345,611.76,netbanking,202,29,22,0.7586,3,False,gateway_error,0.5176,1
txn_000253,cust_001345,466.81,card,1132,29,22,0.7586,1,False,bank_decline,0.6076,1
txn_000254,cust_002676,1646.59,upi,289,23,14,0.6087,3,False,insufficient_balance,0.3426,1
txn_000255,cust_001343,1059.91,upi,203,0,0,0.0,4,True,insufficient_balance,0.03,0
txn_000256,cust_002131,1421.13,wallet,384,1,1,1.0,4,False,expired_card,0.21,0
txn_000257,cust_001805,1279.13,netbanking,1276,7,6,0.8571,4,False,bank_decline,0.3971,0
txn_000258,cust_002603,564.19,upi,806,22,19,0.8636,1,False,gateway_error,0.7091,0
txn_000259,cust_002070,2390.02,card,1315,5,3,0.6,3,False,gateway_error,0.47,0
txn_000260,cust_001685,1842.2,upi,1480,7,5,0.7143,3,False,authentication_failed,0.2543,0
txn_000261,cust_002656,629.35,wallet,1369,23,16,0.6957,1,False,authentication_failed,0.4087,0
txn_000262,cust_003060,1496.34,card,681,28,20,0.7143,4,False,gateway_error,0.4243,1
txn_000263,cust_000325,1010.17,netbanking,711,2,2,1.0,4,False,insufficient_balance,0.38,0
txn_000264,cust_002945,627.07,upi,901,11,5,0.4545,2,False,insufficient_balance,0.3764,0
txn_000265,cust_003060,301.26,card,909,8,5,0.625,3,False,bank_decline,0.4075,1
txn_000266,cust_001161,713.19,netbanking,908,14,13,0.9286,2,False,gateway_error,0.6486,1
txn_000267,cust_000745,979.34,upi,1417,26,18,0.6923,1,False,insufficient_balance,0.5277,0
txn_000268,cust_002598,1264.89,netbanking,447,6,5,0.8333,2,False,bank_decline,0.55,1
txn_000269,cust_000343,1290.66,upi,1437,13,9,0.6923,3,False,expired_card,0.1977,0
txn_000270,cust_002960,762.99,upi,92,19,16,0.8421,1,False,expired_card,0.4026,1
txn_000271,cust_002760,1831.32,card,212,7,4,0.5714,4,False,gateway_error,0.3814,1
txn_000272,cust_000238,375.89,card,200,2,2,1.0,2,False,gateway_error,0.67,1
txn_000273,cust_001026,1185.69,netbanking,1241,22,15,0.6818,3,False,authentication_failed,0.2445,0
txn_000274,cust_001154,923.8,netbanking,1408,21,16,0.7619,3,False,network_error,0.5486,1
txn_000275,cust_003177,569.18,wallet,391,12,10,0.8333,1,False,gateway_error,0.7,1
txn_000276,cust_001026,590.09,netbanking,1322,2,1,0.5,1,False,bank_decline,0.53,0
txn_000277,cust_001485,668.37,card,443,29,23,0.7931,3,False,network_error,0.5579,0
txn_000278,cust_002249,480.79,netbanking,1387,4,3,0.75,3,False,authentication_failed,0.265,1
txn_000279,cust_002570,472.71,card,614,13,11,0.8462,1,False,network_error,0.7338,0
txn_000280,cust_001576,855.09,card,696,16,11,0.6875,4,False,network_error,0.4462,0
txn_000281,cust_001367,1390.66,wallet,738,28,20,0.7143,3,False,expired_card,0.2043,1
txn_000282,cust_001561,156.16,netbanking,772,27,20,0.7407,3,False,gateway_error,0.5122,1
txn_000283,cust_001796,1395.83,upi,326,4,4,1.0,1,False,network_error,0.78,1
txn_000284,cust_003137,845.09,netbanking,324,17,15,0.8824,1,False,bank_decline,0.6447,1
txn_000285,cust_003148,1562.38,upi,962,9,6,0.6667,2,False,bank_decline,0.5,0
txn_000286,cust_000747,1132.02,netbanking,738,25,12,0.48,4,False,insufficient_balance,0.224,0
txn_000287,cust_002406,1256.57,netbanking,874,22,11,0.5,4,False,network_error,0.39,0
txn_000288,cust_002776,2029.18,wallet,484,6,5,0.8333,3,False,insufficient_balance,0.41,0
txn_000289,cust_002123,3816.36,upi,1477,27,18,0.6667,4,False,insufficient_balance,0.28,0
txn_000290,cust_001361,1742.24,netbanking,262,15,11,0.7333,2,False,expired_card,0.29,0
