transaction_id,customer_id,amount,payment_method,customer_age_days,previous_transactions,previous_successes,historical_success_rate,attempt_number,is_first_purchase,failure_reason,recovery_probability,recovered,preferred_action,final_action,policy_allowed,policy_reasons,rejected,policy
txn_005590,cust_000756,1575.69,upi,93,11,8,0.7273,2,False,network_error,0.71546,1,retry,retry,True,[],[],Relaxed
txn_000252,cust_001345,611.76,netbanking,202,29,22,0.7586,3,False,gateway_error,0.5917199999999999,1,retry,retry,True,[],[],Relaxed
txn_003974,cust_001408,784.78,netbanking,744,7,5,0.7143,2,False,authentication_failed,0.56286,1,payment_link,payment_link,True,[],[],Relaxed
txn_006631,cust_003327,827.97,netbanking,1430,29,21,0.7241,2,False,bank_decline,0.54482,0,retry,retry,True,[],[],Relaxed
txn_005548,cust_001498,1240.13,card,1428,21,19,0.9048,2,False,authentication_failed,0.60096,1,payment_link,payment_link,True,[],[],Relaxed
txn_000036,cust_001397,1263.02,netbanking,1261,3,3,1.0,3,False,gateway_error,0.64,0,retry,retry,True,[],[],Relaxed
txn_008363,cust_001105,662.48,netbanking,1474,17,16,0.9412,2,False,insufficient_balance,0.58824,0,reminder,reminder,True,[],[],Relaxed
txn_001514,cust_001332,1602.86,card,1171,0,0,0.0,3,True,gateway_error,0.38999999999999996,1,retry,retry,True,[],[],Relaxed
txn_009318,cust_001124,2388.5,card,1321,27,21,0.7778,1,False,insufficient_balance,0.55556,0,payment_link,payment_link,True,[],[],Relaxed
txn_000040,cust_000351,391.53,card,1491,22,15,0.6818,4,False,bank_decline,0.27635999999999994,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_004820,cust_000719,526.11,wallet,1217,2,2,1.0,3,False,gateway_error,0.64,1,retry,retry,True,[],[],Relaxed
txn_003466,cust_002691,7884.76,netbanking,1319,4,2,0.5,1,False,bank_decline,0.5800000000000001,1,retry,retry,True,[],[],Relaxed
txn_001761,cust_002097,530.09,card,1229,5,2,0.4,3,False,expired_card,0.57,0,payment_link,payment_link,True,[],[],Relaxed
txn_002305,cust_001506,2448.3,card,974,23,16,0.6957,1,False,network_error,0.78914,1,retry,retry,True,[],[],Relaxed
txn_003724,cust_000258,613.81,wallet,374,24,18,0.75,1,False,expired_card,0.8,1,payment_link,payment_link,True,[],[],Relaxed
txn_008285,cust_002760,676.81,netbanking,371,2,2,1.0,4,False,expired_card,0.61,1,payment_link,payment_link,True,[],[],Relaxed
txn_004994,cust_000361,5977.69,upi,1134,9,8,0.8889,1,False,bank_decline,0.65778,0,retry,retry,True,[],[],Relaxed
txn_008128,cust_001758,649.27,upi,634,16,14,0.875,1,False,gateway_error,0.7749999999999999,1,retry,retry,True,[],[],Relaxed
txn_003033,cust_000754,627.3,netbanking,466,14,11,0.7857,4,False,expired_card,0.56714,0,payment_link,payment_link,True,[],[],Relaxed
txn_007939,cust_000873,279.48,wallet,998,17,15,0.8824,1,False,expired_card,0.82648,1,payment_link,payment_link,True,[],[],Relaxed
txn_003040,cust_002034,189.26,wallet,685,0,0,0.0,1,True,bank_decline,0.3,0,reminder,reminder,True,[],[],Relaxed
txn_009656,cust_001541,442.64,card,1019,8,6,0.75,2,False,bank_decline,0.55,0,retry,retry,True,[],[],Relaxed
txn_002546,cust_002552,1504.1,card,897,4,3,0.75,4,False,bank_decline,0.29000000000000004,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_002593,cust_002495,905.79,card,1312,14,8,0.5714,1,False,authentication_failed,0.6142799999999999,1,payment_link,payment_link,True,[],[],Relaxed
txn_001189,cust_000745,1604.23,netbanking,639,7,6,0.8571,1,False,bank_decline,0.65142,0,retry,retry,True,[],[],Relaxed
txn_007967,cust_001190,1625.86,card,192,25,17,0.68,4,False,bank_decline,0.276,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_006078,cust_000763,3650.97,card,1251,19,18,0.9474,1,False,bank_decline,0.6694800000000001,1,retry,retry,True,[],[],Relaxed
txn_000108,cust_002915,382.43,upi,450,9,8,0.8889,2,False,insufficient_balance,0.5777800000000001,0,reminder,reminder,True,[],[],Relaxed
txn_001316,cust_000857,6570.59,card,373,28,24,0.8571,1,False,bank_decline,0.65142,1,retry,retry,True,[],[],Relaxed
txn_008188,cust_003140,564.95,upi,1356,1,1,1.0,3,False,bank_decline,0.5199999999999999,0,retry,retry,True,[],[],Relaxed
txn_002754,cust_001799,1185.83,netbanking,1063,24,23,0.9583,1,False,gateway_error,0.79166,1,retry,retry,True,[],[],Relaxed
txn_009754,cust_003262,100.0,upi,890,21,16,0.7619,3,False,gateway_error,0.59238,1,retry,retry,True,[],[],Relaxed
txn_006232,cust_001645,990.31,card,88,10,6,0.6,3,False,gateway_error,0.5599999999999999,1,retry,retry,True,[],[],Relaxed
txn_002877,cust_000221,3224.27,card,535,7,5,0.7143,3,False,bank_decline,0.46285999999999994,1,retry,retry,True,[],[],Relaxed
txn_005324,cust_002145,3996.33,upi,201,6,3,0.5,4,False,insufficient_balance,0.3400000000000001,1,reminder,reminder,True,[],[],Relaxed
txn_000800,cust_002028,865.91,card,677,26,19,0.7308,3,False,authentication_failed,0.43616,1,reminder,reminder,True,[],[],Relaxed
txn_003571,cust_000167,1009.9,netbanking,987,21,17,0.8095,2,False,gateway_error,0.6819000000000001,0,retry,retry,True,[],[],Relaxed
txn_002895,cust_002213,504.44,netbanking,890,6,6,1.0,2,False,insufficient_balance,0.6,1,reminder,reminder,True,[],[],Relaxed
txn_002928,cust_000452,1924.14,upi,1222,10,8,0.8,4,False,network_error,0.27,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008179,cust_002128,1572.41,upi,934,10,9,0.9,3,False,insufficient_balance,0.4999999999999999,1,reminder,reminder,True,[],[],Relaxed
txn_000972,cust_002365,931.24,card,671,25,20,0.8,1,False,bank_decline,0.64,1,retry,retry,True,[],[],Relaxed
txn_006688,cust_002672,440.03,card,652,12,10,0.8333,4,False,gateway_error,0.24666000000000005,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_008576,cust_003289,1982.06,netbanking,205,0,0,0.0,2,True,bank_decline,0.21999999999999997,0,reminder,reminder,True,[],[],Relaxed
txn_002021,cust_002519,710.51,card,87,19,13,0.6842,1,False,insufficient_balance,0.61684,0,reminder,reminder,True,[],[],Relaxed
txn_009055,cust_000740,2255.22,upi,424,16,15,0.9375,1,False,insufficient_balance,0.6675,1,reminder,reminder,True,[],[],Relaxed
txn_000953,cust_000434,659.42,upi,1217,18,15,0.8333,3,False,expired_card,0.6566599999999999,1,payment_link,payment_link,True,[],[],Relaxed
txn_005360,cust_001523,920.12,netbanking,355,24,18,0.75,3,False,network_error,0.64,0,retry,retry,True,[],[],Relaxed
txn_003858,cust_001678,626.91,wallet,496,13,10,0.7692,1,False,bank_decline,0.63384,1,retry,retry,True,[],[],Relaxed
txn_005862,cust_002209,679.11,wallet,1269,28,21,0.75,4,False,network_error,0.26,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_003146,cust_000822,1737.92,card,839,3,2,0.6667,3,False,authentication_failed,0.42333999999999994,1,reminder,reminder,True,[],[],Relaxed
txn_003306,cust_001307,264.05,netbanking,148,3,3,1.0,3,False,gateway_error,0.64,0,retry,retry,True,[],[],Relaxed
txn_003007,cust_002222,865.7,card,1253,19,12,0.6316,1,False,gateway_error,0.7263200000000001,1,retry,retry,True,[],[],Relaxed
txn_009002,cust_003310,775.37,card,1312,29,20,0.6897,2,False,network_error,0.70794,1,retry,retry,True,[],[],Relaxed
txn_007771,cust_001541,1249.85,wallet,321,0,0,0.0,4,True,authentication_failed,0.21000000000000002,0,payment_link,payment_link,True,[],[],Relaxed
txn_007439,cust_000629,344.12,wallet,1386,6,4,0.6667,3,False,bank_decline,0.45333999999999997,1,retry,retry,True,[],[],Relaxed
txn_007943,cust_000511,1328.09,wallet,1286,25,18,0.72,3,False,bank_decline,0.46399999999999986,0,retry,retry,True,[],[],Relaxed
txn_009239,cust_002353,158.88,card,1134,11,7,0.6364,4,False,authentication_failed,0.38728000000000007,0,payment_link,payment_link,True,[],[],Relaxed
txn_001057,cust_001235,2112.17,card,492,17,15,0.8824,1,False,bank_decline,0.65648,1,retry,retry,True,[],[],Relaxed
txn_003155,cust_001888,448.49,upi,238,2,1,0.5,3,False,expired_card,0.59,1,payment_link,payment_link,True,[],[],Relaxed
txn_003788,cust_000245,1414.01,upi,895,27,24,0.8889,3,False,gateway_error,0.6177799999999999,0,retry,retry,True,[],[],Relaxed
txn_009190,cust_003191,546.71,wallet,1135,6,4,0.6667,2,False,insufficient_balance,0.53334,1,reminder,reminder,True,[],[],Relaxed
txn_007826,cust_001784,329.39,card,1206,9,8,0.8889,1,False,bank_decline,0.65778,1,retry,retry,True,[],[],Relaxed
txn_007540,cust_002809,1744.64,card,436,9,6,0.6667,1,False,authentication_failed,0.63334,1,payment_link,payment_link,True,[],[],Relaxed
txn_007232,cust_003156,419.18,wallet,205,16,12,0.75,4,False,insufficient_balance,0.31000000000000005,0,payment_link,payment_link,True,[],[],Relaxed
txn_000765,cust_000704,485.71,netbanking,1072,6,6,1.0,1,False,network_error,0.85,0,retry,retry,True,[],[],Relaxed
txn_005020,cust_000728,508.77,netbanking,485,21,19,0.9048,3,False,authentication_failed,0.52096,0,payment_link,payment_link,True,[],[],Relaxed
txn_004904,cust_001401,2556.05,wallet,962,18,12,0.6667,3,False,authentication_failed,0.42333999999999994,1,reminder,reminder,True,[],[],Relaxed
txn_008094,cust_001158,1807.64,upi,651,2,2,1.0,3,False,gateway_error,0.64,0,retry,retry,True,[],[],Relaxed
txn_006844,cust_002156,556.95,wallet,515,2,2,1.0,2,False,insufficient_balance,0.6,0,reminder,reminder,True,[],[],Relaxed
txn_002166,cust_002818,3180.35,netbanking,1001,27,21,0.7778,1,False,insufficient_balance,0.55556,0,payment_link,payment_link,True,[],[],Relaxed
txn_001863,cust_000910,280.76,wallet,65,0,0,0.0,3,True,gateway_error,0.11,0,reminder,reminder,True,[],[],Relaxed
txn_007851,cust_000698,378.64,netbanking,269,1,0,0.0,2,False,expired_card,0.57,1,payment_link,payment_link,True,[],[],Relaxed
txn_009124,cust_002981,1763.63,upi,1342,9,8,0.8889,1,False,insufficient_balance,0.65778,1,reminder,reminder,True,[],[],Relaxed
txn_002341,cust_002227,1352.19,netbanking,64,3,3,1.0,3,False,network_error,0.69,0,retry,retry,True,[],[],Relaxed
txn_005528,cust_001244,1109.49,upi,1062,25,16,0.64,1,False,expired_card,0.778,1,payment_link,payment_link,True,[],[],Relaxed
txn_006744,cust_000909,1061.62,netbanking,33,23,20,0.8696,2,False,insufficient_balance,0.44392000000000004,1,retry,retry,True,[],[],Relaxed
txn_004004,cust_000536,1223.27,netbanking,512,9,7,0.7778,1,False,bank_decline,0.63556,1,retry,retry,True,[],[],Relaxed
txn_001124,cust_000482,2788.97,card,307,8,5,0.625,4,False,authentication_failed,0.385,0,payment_link,payment_link,True,[],[],Relaxed
txn_008710,cust_001368,940.92,upi,1206,25,19,0.76,4,False,gateway_error,0.23200000000000004,1,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_004050,cust_000640,1397.7,upi,974,9,7,0.7778,4,False,bank_decline,0.29556000000000004,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007641,cust_000976,1018.81,upi,158,20,16,0.8,3,False,bank_decline,0.48,0,retry,retry,True,[],[],Relaxed
txn_000766,cust_000104,1059.37,card,18,11,9,0.8182,3,False,authentication_failed,0.50364,0,payment_link,payment_link,True,[],[],Relaxed
txn_002345,cust_001243,3337.83,wallet,1002,8,5,0.625,3,False,insufficient_balance,0.44499999999999995,1,reminder,reminder,True,[],[],Relaxed
txn_004072,cust_002953,668.9,netbanking,264,15,8,0.5333,3,False,gateway_error,0.54666,0,retry,retry,True,[],[],Relaxed
txn_007217,cust_000545,766.28,wallet,1300,8,6,0.75,4,False,bank_decline,0.29000000000000004,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_004217,cust_000959,7391.14,upi,966,25,19,0.76,3,False,authentication_failed,0.44199999999999995,0,reminder,reminder,True,[],[],Relaxed
txn_007953,cust_003290,2070.06,card,878,19,17,0.8947,1,False,network_error,0.82894,1,retry,retry,True,[],[],Relaxed
txn_005971,cust_002920,2895.34,wallet,897,1,0,0.0,2,False,network_error,0.57,1,retry,retry,True,[],[],Relaxed
txn_003351,cust_003270,2234.44,upi,363,5,3,0.6,1,False,gateway_error,0.72,1,retry,retry,True,[],[],Relaxed
txn_004696,cust_003038,744.15,netbanking,937,3,2,0.6667,4,False,gateway_error,0.24333999999999995,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_003400,cust_000984,684.87,upi,1307,11,9,0.8182,2,False,bank_decline,0.56364,1,retry,retry,True,[],[],Relaxed
txn_004082,cust_001429,725.43,wallet,307,0,0,0.0,3,True,bank_decline,0.13999999999999996,0,reminder,reminder,True,[],[],Relaxed
txn_009150,cust_000593,1077.56,card,155,3,3,1.0,2,False,authentication_failed,0.5700000000000001,1,reminder,reminder,True,[],[],Relaxed
txn_001225,cust_001492,1272.8,netbanking,896,4,2,0.5,2,False,insufficient_balance,0.5000000000000001,0,reminder,reminder,True,[],[],Relaxed
txn_006293,cust_002793,891.81,wallet,1037,14,10,0.7143,1,False,bank_decline,0.62286,1,retry,retry,True,[],[],Relaxed
txn_003123,cust_000899,1325.08,wallet,95,18,14,0.7778,2,False,gateway_error,0.67556,0,retry,retry,True,[],[],Relaxed
txn_000511,cust_001090,1984.31,upi,96,5,5,1.0,3,False,bank_decline,0.5199999999999999,0,retry,retry,True,[],[],Relaxed
txn_005795,cust_001974,501.17,netbanking,1311,15,13,0.8667,1,False,bank_decline,0.65334,1,retry,retry,True,[],[],Relaxed
txn_008182,cust_000218,884.15,card,533,2,1,0.5,1,False,gateway_error,0.7,1,retry,retry,True,[],[],Relaxed
txn_009418,cust_001332,1036.02,upi,529,9,7,0.7778,4,False,insufficient_balance,0.39556,1,reminder,reminder,True,[],[],Relaxed
txn_000097,cust_000795,690.88,netbanking,128,6,4,0.6667,3,False,gateway_error,0.5733399999999998,0,retry,retry,True,[],[],Relaxed
txn_006682,cust_000226,1785.1,upi,1174,2,2,1.0,3,False,authentication_failed,0.49,1,reminder,reminder,True,[],[],Relaxed
txn_001513,cust_001140,1189.22,wallet,467,13,9,0.6923,2,False,bank_decline,0.53846,0,retry,retry,True,[],[],Relaxed
txn_008792,cust_003034,1267.39,card,388,18,15,0.8333,4,False,bank_decline,0.30666000000000004,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000120,cust_002852,4619.66,wallet,687,4,2,0.5,4,False,insufficient_balance,0.3400000000000001,0,reminder,reminder,True,[],[],Relaxed
txn_007792,cust_000873,557.89,upi,726,1,0,0.0,1,False,insufficient_balance,0.48,0,reminder,reminder,True,[],[],Relaxed
txn_006518,cust_003238,1091.19,wallet,1047,8,8,1.0,1,False,bank_decline,0.6799999999999999,0,retry,retry,True,[],[],Relaxed
txn_000034,cust_003092,379.51,netbanking,1239,3,3,1.0,3,False,insufficient_balance,0.5199999999999999,0,reminder,reminder,True,[],[],Relaxed
txn_007888,cust_000122,3254.57,upi,695,9,7,0.7778,2,False,gateway_error,0.67556,1,retry,retry,True,[],[],Relaxed
txn_006831,cust_002657,506.31,wallet,1287,14,13,0.9286,4,False,bank_decline,0.32572,1,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_005422,cust_002288,1970.07,upi,1266,0,0,0.0,4,True,bank_decline,0.09000000000000001,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001069,cust_002915,862.42,card,1060,0,0,0.0,4,True,network_error,0.059999999999999984,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_001348,cust_001339,1422.85,netbanking,1097,21,15,0.7143,3,False,authentication_failed,0.43286,0,reminder,reminder,True,[],[],Relaxed
txn_004748,cust_000791,675.78,wallet,943,0,0,0.0,2,True,network_error,0.5199999999999999,1,retry,retry,True,[],[],Relaxed
txn_006006,cust_000371,1019.81,wallet,26,13,9,0.6923,4,False,network_error,0.24845999999999996,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_006040,cust_003133,2228.21,netbanking,570,24,14,0.5833,3,False,network_error,0.60666,0,retry,retry,True,[],[],Relaxed
txn_003818,cust_000126,789.45,wallet,10,6,4,0.6667,4,False,authentication_failed,0.39334,1,payment_link,payment_link,True,[],[],Relaxed
txn_008447,cust_002684,3400.45,upi,1458,3,1,0.3333,3,False,expired_card,0.5566599999999999,1,payment_link,payment_link,True,[],[],Relaxed
txn_005270,cust_002836,487.66,netbanking,628,12,9,0.75,1,False,insufficient_balance,0.63,1,reminder,reminder,True,[],[],Relaxed
txn_006898,cust_001711,1169.32,card,962,2,1,0.5,3,False,gateway_error,0.5399999999999999,0,retry,retry,True,[],[],Relaxed
txn_005310,cust_001710,1445.39,card,67,13,9,0.6923,3,False,bank_decline,0.45846,1,retry,retry,True,[],[],Relaxed
txn_000032,cust_000766,962.22,netbanking,1401,0,0,0.0,1,True,bank_decline,0.33,0,payment_link,payment_link,True,[],[],Relaxed
txn_005675,cust_000255,287.61,upi,1011,25,18,0.72,2,False,gateway_error,0.664,0,retry,retry,True,[],[],Relaxed
txn_004387,cust_002280,1426.16,wallet,1016,26,22,0.8462,4,False,network_error,0.24924000000000002,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_000030,cust_002771,411.75,upi,1421,7,7,1.0,1,False,bank_decline,0.6799999999999999,1,retry,retry,True,[],[],Relaxed
txn_004203,cust_000402,4801.78,upi,45,16,13,0.8125,3,False,network_error,0.6525,0,retry,retry,True,[],[],Relaxed
txn_007508,cust_002863,1156.32,wallet,579,18,14,0.7778,4,False,insufficient_balance,0.39556,1,reminder,reminder,True,[],[],Relaxed
txn_000736,cust_001489,1232.0,netbanking,972,0,0,0.0,1,True,bank_decline,0.3,1,reminder,reminder,True,[],[],Relaxed
txn_002068,cust_001554,5034.75,upi,1358,6,5,0.8333,1,False,insufficient_balance,0.64666,1,reminder,reminder,True,[],[],Relaxed
txn_000107,cust_000084,301.11,wallet,1363,9,6,0.6667,3,False,authentication_failed,0.42333999999999994,1,reminder,reminder,True,[],[],Relaxed
txn_009645,cust_002014,500.2,wallet,405,9,6,0.6667,4,False,authentication_failed,0.39334,0,payment_link,payment_link,True,[],[],Relaxed
txn_008895,cust_000209,574.57,wallet,944,27,21,0.7778,4,False,expired_card,0.5655600000000001,0,payment_link,payment_link,True,[],[],Relaxed
txn_008021,cust_001526,1031.36,netbanking,401,24,18,0.75,2,False,network_error,0.7200000000000001,1,retry,retry,True,[],[],Relaxed
txn_002233,cust_001575,1406.09,netbanking,213,12,9,0.75,1,False,expired_card,0.8,0,payment_link,payment_link,True,[],[],Relaxed
txn_000994,cust_001636,1163.74,netbanking,170,8,7,0.875,4,False,insufficient_balance,0.41500000000000004,1,reminder,reminder,True,[],[],Relaxed
txn_009413,cust_000474,220.31,wallet,950,6,4,0.6667,4,False,gateway_error,0.24333999999999995,0,retry,payment_link,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_007059,cust_002337,2660.13,netbanking,495,1,1,1.0,1,False,network_error,0.85,1,retry,retry,True,[],[],Relaxed
txn_006790,cust_001738,1538.07,card,546,14,11,0.7857,3,False,authentication_failed,0.44714,0,reminder,reminder,True,[],[],Relaxed
txn_000361,cust_003302,1567.64,netbanking,104,15,12,0.8,3,False,expired_card,0.65,1,payment_link,payment_link,True,[],[],Relaxed
txn_000305,cust_003156,1970.3,upi,330,21,13,0.619,2,False,expired_card,0.6938000000000001,1,payment_link,payment_link,True,[],[],Relaxed
txn_002628,cust_002327,731.08,upi,948,4,4,1.0,2,False,gateway_error,0.7200000000000001,1,retry,retry,True,[],[],Relaxed
txn_008966,cust_002542,286.73,netbanking,1297,22,19,0.8636,4,False,bank_decline,0.2827200000000001,0,retry,reminder,True,[],"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]",Relaxed
txn_004514,cust_002161,4566.11,card,217,23,15,0.6522,3,False,network_error,0.62044,0,retry,retry,True,[],[],Relaxed
txn_005911,cust_001117,431.59,netbanking,912,3,3,1.0,1,False,insufficient_balance,0.6799999999999999,0,reminder,reminder,True,[],[],Relaxed
txn_008314,cust_000050,1030.43,card,407,22,19,0.8636,4,False,authentication_failed,0.38272000000000006,0,reminder,reminder,True,[],[],Relaxed
txn_003101,cust_002949,1919.38,card,849,29,21,0.7241,2,False,authentication_failed,0.56482,0,payment_link,payment_link,True,[],[],Relaxed
txn_005704,cust_000394,1278.03,card,763,6,5,0.8333,4,False,authentication_failed,0.37666,0,reminder,reminder,True,[],[],Relaxed
txn_003899,cust_000074,232.39,netbanking,1062,29,21,0.7241,3,False,gateway_error,0.58482,1,retry,retry,True,[],[],Relaxed
txn_005441,cust_001048,2568.3,upi,941,4,4,1.0,1,False,gateway_error,0.8,1,retry,retry,True,[],[],Relaxed
txn_007931,cust_001181,1283.79,upi,1247,21,15,0.7143,4,False,authentication_failed,0.35286000000000006,0,reminder,reminder,True,[],[],Relaxed
txn_000622,cust_001309,1202.48,upi,317,16,14,0.875,1,False,insufficient_balance,0.655,1,reminder,reminder,True,[],[],Relaxed
