transaction_id,amount,failure_reason,ml_action,utility_action,preferred_action,final_action,ml_probability,utility_probability,ml_true_probability,utility_true_probability,final_true_probability,ml_recovered,utility_recovered,final_recovered,ml_to_utility_changed,utility_to_policy_changed,ml_to_final_changed,utility_impact,policy_impact,policy_reasons
txn_005548,1240.13,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6405385308725894,0.6405385308725894,0.60096,0.60096,0.60096,1,1,1,False,False,False,no_change,no_change,[]
txn_000036,1263.02,gateway_error,retry,retry,retry,payment_link,0.6008442983148211,0.6008442983148211,0.64,0.64,0.39,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008363,662.48,insufficient_balance,reminder,reminder,reminder,reminder,0.6124274421525804,0.6124274421525804,0.58824,0.58824,0.58824,0,0,0,False,False,False,no_change,no_change,[]
txn_001514,1602.86,gateway_error,retry,retry,retry,reminder,0.241089002885654,0.241089002885654,0.38999999999999996,0.38999999999999996,0.11,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_009318,2388.5,insufficient_balance,payment_link,payment_link,payment_link,reminder,0.632602876358276,0.632602876358276,0.55556,0.55556,0.63556,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'payment_link', 'reasons': ['payment_link_not_preferred_for_insufficient_balance']}]"
txn_000040,391.53,bank_decline,retry,retry,retry,payment_link,0.46582660995722847,0.46582660995722847,0.37636000000000003,0.37636000000000003,0.27635999999999994,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004820,526.11,gateway_error,retry,retry,retry,payment_link,0.6330503650430547,0.6330503650430547,0.64,0.64,0.39,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003466,7884.76,bank_decline,retry,retry,retry,retry,0.5416031019468874,0.5416031019468874,0.5800000000000001,0.5800000000000001,0.5800000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_001761,530.09,expired_card,payment_link,payment_link,payment_link,payment_link,0.560775025913462,0.560775025913462,0.57,0.57,0.57,0,0,0,False,False,False,no_change,no_change,[]
txn_002305,2448.3,network_error,retry,retry,retry,retry,0.7001586149738199,0.7001586149738199,0.78914,0.78914,0.78914,1,1,1,False,False,False,no_change,no_change,[]
txn_003724,613.81,expired_card,payment_link,payment_link,payment_link,payment_link,0.7328215701986848,0.7328215701986848,0.8,0.8,0.8,1,1,1,False,False,False,no_change,no_change,[]
txn_008285,676.81,expired_card,payment_link,payment_link,payment_link,payment_link,0.609068435299618,0.609068435299618,0.61,0.61,0.61,1,1,1,False,False,False,no_change,no_change,[]
txn_004994,5977.69,bank_decline,retry,retry,retry,retry,0.6060769448319306,0.6060769448319306,0.65778,0.65778,0.65778,0,0,0,False,False,False,no_change,no_change,[]
txn_008128,649.27,gateway_error,retry,retry,retry,retry,0.7910013913078213,0.7910013913078213,0.7749999999999999,0.7749999999999999,0.7749999999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_003033,627.3,expired_card,payment_link,payment_link,payment_link,payment_link,0.5865278557809255,0.5865278557809255,0.56714,0.56714,0.56714,0,0,0,False,False,False,no_change,no_change,[]
txn_007939,279.48,expired_card,payment_link,payment_link,payment_link,payment_link,0.694891439876824,0.694891439876824,0.82648,0.82648,0.82648,1,1,1,False,False,False,no_change,no_change,[]
txn_003040,189.26,bank_decline,reminder,reminder,reminder,reminder,0.3780400863972058,0.3780400863972058,0.3,0.3,0.3,0,0,0,False,False,False,no_change,no_change,[]
txn_009656,442.64,bank_decline,retry,retry,retry,retry,0.5501460786020644,0.5501460786020644,0.55,0.55,0.55,0,0,0,False,False,False,no_change,no_change,[]
txn_002546,1504.1,bank_decline,retry,retry,retry,payment_link,0.4636611779131309,0.4636611779131309,0.39,0.39,0.29000000000000004,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002593,905.79,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6426965772375773,0.6426965772375773,0.6142799999999999,0.6142799999999999,0.6142799999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_001189,1604.23,bank_decline,retry,retry,retry,retry,0.6765105617473715,0.6765105617473715,0.65142,0.65142,0.65142,0,0,0,False,False,False,no_change,no_change,[]
txn_007967,1625.86,bank_decline,retry,retry,retry,payment_link,0.4801836803669438,0.4801836803669438,0.376,0.376,0.276,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_006078,3650.97,bank_decline,retry,retry,retry,retry,0.6754458267616471,0.6754458267616471,0.6694800000000001,0.6694800000000001,0.6694800000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_000108,382.43,insufficient_balance,reminder,reminder,reminder,reminder,0.5988383601261074,0.5988383601261074,0.5777800000000001,0.5777800000000001,0.5777800000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_001316,6570.59,bank_decline,retry,retry,retry,retry,0.6924670767303427,0.6924670767303427,0.65142,0.65142,0.65142,1,1,1,False,False,False,no_change,no_change,[]
txn_008188,564.95,bank_decline,retry,retry,retry,payment_link,0.5847180984745362,0.5847180984745362,0.5199999999999999,0.5199999999999999,0.41999999999999993,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002754,1185.83,gateway_error,retry,retry,retry,retry,0.7470724929684847,0.7470724929684847,0.79166,0.79166,0.79166,1,1,1,False,False,False,no_change,no_change,[]
txn_009754,100.0,gateway_error,retry,retry,retry,payment_link,0.5802203463748004,0.5802203463748004,0.59238,0.59238,0.34238,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_006232,990.31,gateway_error,retry,retry,retry,payment_link,0.5651629144232825,0.5651629144232825,0.5599999999999999,0.5599999999999999,0.30999999999999994,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_002877,3224.27,bank_decline,retry,retry,retry,payment_link,0.5055040692375208,0.5055040692375208,0.46285999999999994,0.46285999999999994,0.36285999999999996,1,1,0,False,True,True,no_change,policy_hurt,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005324,3996.33,insufficient_balance,reminder,reminder,reminder,reminder,0.4362966600555444,0.4362966600555444,0.3400000000000001,0.3400000000000001,0.3400000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_000800,865.91,authentication_failed,reminder,reminder,reminder,reminder,0.5218086772453857,0.5218086772453857,0.43616,0.43616,0.43616,1,1,1,False,False,False,no_change,no_change,[]
txn_003571,1009.9,gateway_error,retry,retry,retry,retry,0.6410604417891121,0.6410604417891121,0.6819000000000001,0.6819000000000001,0.6819000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_002895,504.44,insufficient_balance,reminder,reminder,reminder,reminder,0.5932536507494705,0.5932536507494705,0.6,0.6,0.6,1,1,1,False,False,False,no_change,no_change,[]
txn_002928,1924.14,network_error,retry,retry,retry,payment_link,0.590438144517449,0.590438144517449,0.5700000000000001,0.5700000000000001,0.27,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008179,1572.41,insufficient_balance,reminder,reminder,reminder,reminder,0.5584860481066506,0.5584860481066506,0.4999999999999999,0.4999999999999999,0.4999999999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_000972,931.24,bank_decline,retry,retry,retry,retry,0.6841156141528253,0.6841156141528253,0.64,0.64,0.64,1,1,1,False,False,False,no_change,no_change,[]
txn_006688,440.03,gateway_error,retry,retry,retry,reminder,0.5362825991483566,0.5362825991483566,0.52666,0.52666,0.24666000000000005,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_008576,1982.06,bank_decline,reminder,reminder,reminder,reminder,0.27562547431864864,0.27562547431864864,0.21999999999999997,0.21999999999999997,0.21999999999999997,0,0,0,False,False,False,no_change,no_change,[]
txn_002021,710.51,insufficient_balance,reminder,reminder,reminder,reminder,0.5819652198984738,0.5819652198984738,0.61684,0.61684,0.61684,0,0,0,False,False,False,no_change,no_change,[]
txn_009055,2255.22,insufficient_balance,reminder,reminder,reminder,reminder,0.6237336973407238,0.6237336973407238,0.6675,0.6675,0.6675,1,1,1,False,False,False,no_change,no_change,[]
txn_000953,659.42,expired_card,payment_link,payment_link,payment_link,payment_link,0.6043211624253273,0.6043211624253273,0.6566599999999999,0.6566599999999999,0.6566599999999999,1,1,1,False,False,False,no_change,no_change,[]
txn_005360,920.12,network_error,retry,retry,retry,payment_link,0.6711779156192659,0.6711779156192659,0.64,0.64,0.33999999999999997,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003858,626.91,bank_decline,retry,retry,retry,retry,0.6931259246605166,0.6931259246605166,0.63384,0.63384,0.63384,1,1,1,False,False,False,no_change,no_change,[]
txn_005862,679.11,network_error,retry,retry,retry,payment_link,0.6168942443693998,0.6168942443693998,0.56,0.56,0.26,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003146,1737.92,authentication_failed,reminder,reminder,reminder,reminder,0.5304632516911157,0.5304632516911157,0.42333999999999994,0.42333999999999994,0.42333999999999994,1,1,1,False,False,False,no_change,no_change,[]
txn_003306,264.05,gateway_error,retry,retry,retry,reminder,0.5855860703674505,0.5855860703674505,0.64,0.64,0.36,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003007,865.7,gateway_error,retry,retry,retry,retry,0.7205206393554966,0.7205206393554966,0.7263200000000001,0.7263200000000001,0.7263200000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_009002,775.37,network_error,retry,retry,retry,retry,0.6859314266402723,0.6859314266402723,0.70794,0.70794,0.70794,1,1,1,False,False,False,no_change,no_change,[]
txn_007771,1249.85,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.3217093069461806,0.3217093069461806,0.21000000000000002,0.21000000000000002,0.21000000000000002,0,0,0,False,False,False,no_change,no_change,[]
txn_007439,344.12,bank_decline,retry,retry,retry,reminder,0.564624055459308,0.564624055459308,0.45333999999999997,0.45333999999999997,0.32333999999999996,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007943,1328.09,bank_decline,retry,retry,retry,payment_link,0.5506231248485055,0.5506231248485055,0.46399999999999986,0.46399999999999986,0.3639999999999999,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_009239,158.88,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.46208920020959576,0.46208920020959576,0.38728000000000007,0.38728000000000007,0.38728000000000007,0,0,0,False,False,False,no_change,no_change,[]
txn_001057,2112.17,bank_decline,retry,retry,retry,retry,0.6880978147559876,0.6880978147559876,0.65648,0.65648,0.65648,1,1,1,False,False,False,no_change,no_change,[]
txn_003155,448.49,expired_card,payment_link,payment_link,payment_link,payment_link,0.5768231070102995,0.5768231070102995,0.59,0.59,0.59,1,1,1,False,False,False,no_change,no_change,[]
txn_003788,1414.01,gateway_error,retry,retry,retry,reminder,0.5775952428371584,0.5775952428371584,0.6177799999999999,0.6177799999999999,0.33777999999999997,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_009190,546.71,insufficient_balance,reminder,reminder,reminder,reminder,0.6026620142531275,0.6026620142531275,0.53334,0.53334,0.53334,1,1,1,False,False,False,no_change,no_change,[]
txn_007826,329.39,bank_decline,retry,retry,retry,retry,0.639351384354894,0.639351384354894,0.65778,0.65778,0.65778,1,1,1,False,False,False,no_change,no_change,[]
txn_007540,1744.64,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.6340193396126651,0.6340193396126651,0.63334,0.63334,0.63334,1,1,1,False,False,False,no_change,no_change,[]
txn_007232,419.18,insufficient_balance,payment_link,payment_link,payment_link,reminder,0.38097171675020475,0.38097171675020475,0.31000000000000005,0.31000000000000005,0.39,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'payment_link', 'reasons': ['payment_link_not_preferred_for_insufficient_balance']}]"
txn_000765,485.71,network_error,retry,retry,retry,retry,0.7722083458890877,0.7722083458890877,0.85,0.85,0.85,0,0,0,False,False,False,no_change,no_change,[]
txn_005020,508.77,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.5543203378189467,0.5543203378189467,0.52096,0.52096,0.52096,0,0,0,False,False,False,no_change,no_change,[]
txn_004904,2556.05,authentication_failed,reminder,reminder,reminder,reminder,0.5391696712483595,0.5391696712483595,0.42333999999999994,0.42333999999999994,0.42333999999999994,1,1,1,False,False,False,no_change,no_change,[]
txn_008094,1807.64,gateway_error,retry,retry,retry,payment_link,0.6252708024356406,0.6252708024356406,0.64,0.64,0.39,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_006844,556.95,insufficient_balance,reminder,reminder,reminder,reminder,0.6426359225731473,0.6426359225731473,0.6,0.6,0.6,0,0,0,False,False,False,no_change,no_change,[]
txn_002166,3180.35,insufficient_balance,payment_link,payment_link,payment_link,reminder,0.6250993145461977,0.6250993145461977,0.55556,0.55556,0.63556,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'payment_link', 'reasons': ['payment_link_not_preferred_for_insufficient_balance']}]"
txn_001863,280.76,gateway_error,retry,reminder,reminder,reminder,0.2920170825481372,0.2799160906684021,0.38999999999999996,0.11,0.11,0,0,0,True,False,True,same_outcome,no_change,[]
txn_007851,378.64,expired_card,payment_link,payment_link,payment_link,payment_link,0.465760339564094,0.465760339564094,0.57,0.57,0.57,1,1,1,False,False,False,no_change,no_change,[]
txn_009124,1763.63,insufficient_balance,reminder,reminder,reminder,reminder,0.6482013816506235,0.6482013816506235,0.65778,0.65778,0.65778,1,1,1,False,False,False,no_change,no_change,[]
txn_002341,1352.19,network_error,retry,retry,retry,payment_link,0.6258334033628637,0.6258334033628637,0.69,0.69,0.39,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_005528,1109.49,expired_card,payment_link,payment_link,payment_link,payment_link,0.6989135193817444,0.6989135193817444,0.778,0.778,0.778,1,1,1,False,False,False,no_change,no_change,[]
txn_006744,1061.62,insufficient_balance,retry,retry,retry,retry,0.6125922759790818,0.6125922759790818,0.44392000000000004,0.44392000000000004,0.44392000000000004,1,1,1,False,False,False,no_change,no_change,[]
txn_004004,1223.27,bank_decline,retry,retry,retry,retry,0.6860031670899436,0.6860031670899436,0.63556,0.63556,0.63556,1,1,1,False,False,False,no_change,no_change,[]
txn_001124,2788.97,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.43189437604817166,0.43189437604817166,0.385,0.385,0.385,0,0,0,False,False,False,no_change,no_change,[]
txn_008710,940.92,gateway_error,retry,retry,retry,reminder,0.5450343394346574,0.5450343394346574,0.512,0.512,0.23200000000000004,1,1,1,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004050,1397.7,bank_decline,retry,retry,retry,payment_link,0.47780529566844676,0.47780529566844676,0.39556,0.39556,0.29556000000000004,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007641,1018.81,bank_decline,retry,retry,retry,reminder,0.5760579883044576,0.5760579883044576,0.48,0.48,0.35,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_000766,1059.37,authentication_failed,payment_link,payment_link,payment_link,payment_link,0.5307870810677768,0.5307870810677768,0.50364,0.50364,0.50364,0,0,0,False,False,False,no_change,no_change,[]
txn_002345,3337.83,insufficient_balance,reminder,reminder,reminder,reminder,0.5439411140030427,0.5439411140030427,0.44499999999999995,0.44499999999999995,0.44499999999999995,1,1,1,False,False,False,no_change,no_change,[]
txn_004072,668.9,gateway_error,retry,retry,retry,payment_link,0.5601300556548927,0.5601300556548927,0.54666,0.54666,0.29666000000000003,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_007217,766.28,bank_decline,retry,retry,retry,payment_link,0.5300977845656736,0.5300977845656736,0.39,0.39,0.29000000000000004,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_004217,7391.14,authentication_failed,reminder,reminder,reminder,reminder,0.6288400663649748,0.6288400663649748,0.44199999999999995,0.44199999999999995,0.44199999999999995,0,0,0,False,False,False,no_change,no_change,[]
txn_007953,2070.06,network_error,retry,retry,retry,retry,0.7868332057124197,0.7868332057124197,0.82894,0.82894,0.82894,1,1,1,False,False,False,no_change,no_change,[]
txn_005971,2895.34,network_error,retry,retry,retry,retry,0.4830338630047937,0.4830338630047937,0.57,0.57,0.57,1,1,1,False,False,False,no_change,no_change,[]
txn_003351,2234.44,gateway_error,retry,retry,retry,retry,0.6991807474709656,0.6991807474709656,0.72,0.72,0.72,1,1,1,False,False,False,no_change,no_change,[]
txn_004696,744.15,gateway_error,retry,retry,retry,payment_link,0.49004703102847313,0.49004703102847313,0.4933399999999999,0.4933399999999999,0.24333999999999995,0,0,0,False,True,True,no_change,same_outcome,"[{'action': 'retry', 'reasons': ['maximum_retry_attempts_exceeded']}]"
txn_003400,684.87,bank_decline,retry,retry,retry,retry,0.5975194732729076,0.5975194732729076,0.56364,0.56364,0.56364,1,1,1,False,False,False,no_change,no_change,[]
txn_004082,725.43,bank_decline,payment_link,reminder,reminder,reminder,0.2468593072656023,0.24636758066496497,0.16999999999999998,0.13999999999999996,0.13999999999999996,1,0,0,True,False,True,utility_hurt,no_change,[]
txn_009150,1077.56,authentication_failed,reminder,reminder,reminder,reminder,0.6069539531509033,0.6069539531509033,0.5700000000000001,0.5700000000000001,0.5700000000000001,1,1,1,False,False,False,no_change,no_change,[]
txn_001225,1272.8,insufficient_balance,reminder,reminder,reminder,reminder,0.5557967227308355,0.5557967227308355,0.5000000000000001,0.5000000000000001,0.5000000000000001,0,0,0,False,False,False,no_change,no_change,[]
txn_006293,891.81,bank_decline,retry,retry,retry,retry,0.6571157867330766,0.6571157867330766,0.62286,0.62286,0.62286,1,1,1,False,False,False,no_change,no_change,[]
txn_003123,1325.08,gateway_error,retry,retry,retry,retry,0.6726989833717152,0.6726989833717152,0.67556,0.67556,0.67556,0,0,0,False,False,False,no_change,no_change,[]
